,Financial_Planning,Financial_Goals,Analyze_Financial_Position,Tax_Saving_Schemes,Prompt_Installment_Payments,Profile_Risk,Recommended_Course
4666,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
4667,3,3,5,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4668,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4669,3,3,4,4,5,2,"Budget & Savings, Financial Planning, Investment Basics"
4670,2,2,3,5,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4671,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4672,4,4,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4673,4,3,4,4,3,4,"Budget & Savings, Debt Management"
4674,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4675,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4676,2,3,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4677,3,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4678,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4679,4,4,4,4,3,3,"Debt Management, Investment Basics"
4680,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4681,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4682,3,5,4,4,4,3,"Financial Planning, Investment Basics"
4683,2,3,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4684,3,3,4,2,5,3,"Budget & Savings, Financial Planning, Investment Basics"
4685,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4686,3,4,4,4,4,3,"Financial Planning, Investment Basics"
4687,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
4688,4,5,5,3,4,1,"Investment Basics, Understanding Taxes"
4689,4,4,4,2,4,2,"Investment Basics, Understanding Taxes"
4690,5,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4691,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4692,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4693,3,4,5,4,1,2,"Debt Management, Financial Planning, Investment Basics"
4694,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
4696,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4697,5,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4698,2,5,4,3,3,1,"Debt Management, Financial Planning, Investment Basics"
4699,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
4700,3,3,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4701,2,2,2,5,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4702,4,3,4,5,3,3,"Budget & Savings, Debt Management, Investment Basics"
4703,3,4,4,5,3,2,"Debt Management, Financial Planning, Investment Basics"
4704,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4705,3,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
4706,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4707,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4708,3,3,3,2,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4709,3,2,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
4710,4,5,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4711,2,2,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4712,4,3,5,5,4,2,"Budget & Savings, Investment Basics"
4713,4,4,4,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
4714,4,3,4,4,2,3,"Budget & Savings, Debt Management, Investment Basics"
4715,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
4716,2,2,3,2,4,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4717,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4718,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
4719,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4720,2,2,3,4,4,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4721,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4722,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4723,4,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4724,3,4,4,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
4725,4,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4726,4,4,5,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
4727,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4728,1,4,3,1,2,1,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
4729,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
4730,3,3,4,5,2,2,"Budget & Savings, Debt Management, Financial Planning"
4731,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4732,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4733,4,3,4,4,3,4,"Budget & Savings, Debt Management"
4734,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
4735,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4736,3,4,4,5,3,3,"Debt Management, Financial Planning, Investment Basics"
4737,4,5,4,2,4,2,"Investment Basics, Understanding Taxes"
4738,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
4739,3,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
4740,3,4,4,4,4,2,"Financial Planning, Investment Basics"
4741,3,3,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
4742,3,2,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4743,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4744,4,3,4,4,3,4,"Budget & Savings, Debt Management"
4745,4,3,3,4,4,3,"Budget & Savings, Frugal Living and Spending Wisely, Investment Basics"
4746,4,4,4,4,3,2,"Debt Management, Investment Basics"
4747,3,3,4,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
4748,4,4,4,4,3,1,"Debt Management, Investment Basics"
4749,4,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4750,1,3,3,1,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4751,2,4,4,1,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
4752,2,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
4753,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
4754,3,4,4,4,3,4,"Debt Management, Financial Planning"
4755,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4756,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4757,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4758,2,3,4,1,3,2,"Budget & Savings, Debt Management, Financial Planning"
4759,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4760,4,4,4,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
4761,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4762,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4763,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4764,5,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4765,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
4766,3,4,4,4,4,3,"Financial Planning, Investment Basics"
4767,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4768,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4769,1,1,1,4,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4770,2,2,3,4,2,3,"Budget & Savings, Debt Management, Financial Planning"
4771,3,2,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4772,2,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4773,1,1,3,1,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4774,3,4,3,4,4,2,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
4775,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
4776,2,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
4777,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
4778,2,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4779,3,2,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4780,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4781,4,2,5,4,3,2,"Budget & Savings, Debt Management, Investment Basics"
4782,2,4,4,4,4,2,"Financial Planning, Investment Basics"
4783,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
4784,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4785,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4786,2,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
4787,5,4,5,4,3,2,"Debt Management, Investment Basics"
4788,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4789,3,5,4,4,4,3,"Financial Planning, Investment Basics"
4790,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4791,3,2,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4792,3,2,2,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
4793,4,5,5,2,4,2,"Investment Basics, Understanding Taxes"
4794,3,2,4,4,4,4,"Budget & Savings, Financial Planning"
4795,4,4,4,1,4,3,"Investment Basics, Understanding Taxes"
4796,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4797,3,3,5,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
4798,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4799,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4800,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4801,4,5,4,2,4,2,"Investment Basics, Understanding Taxes"
4802,3,3,4,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
4803,2,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4804,5,5,5,3,3,5,"Debt Management, Understanding Taxes"
4805,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4806,3,4,4,4,4,2,"Financial Planning, Investment Basics"
4807,2,3,3,3,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4808,4,5,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4809,3,4,5,5,3,5,"Debt Management, Financial Planning"
4810,4,4,4,2,4,2,"Investment Basics, Understanding Taxes"
4811,4,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4812,4,4,5,5,3,2,"Debt Management, Investment Basics"
4813,3,4,3,3,3,2,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
4814,2,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4815,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4816,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4817,2,4,5,4,3,1,"Debt Management, Financial Planning, Investment Basics"
4818,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4819,4,3,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4820,4,4,4,1,4,2,"Investment Basics, Understanding Taxes"
4821,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4822,4,4,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4823,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4824,3,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4825,5,4,3,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4826,3,4,4,4,3,4,"Debt Management, Financial Planning"
4827,1,2,2,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4828,4,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4829,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4830,3,4,3,4,3,3,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
4831,4,4,4,1,4,2,"Investment Basics, Understanding Taxes"
4832,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
4834,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4835,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4836,4,4,5,4,2,2,"Debt Management, Investment Basics"
4837,3,4,5,2,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
4838,4,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4839,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4840,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4841,5,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4842,4,4,4,4,3,3,"Debt Management, Investment Basics"
4843,5,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4844,5,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4845,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4846,5,4,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4848,3,3,3,5,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4849,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4850,2,2,3,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
4851,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4852,3,3,4,2,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4853,3,4,3,4,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
4854,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4855,3,4,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
4856,3,4,4,4,4,3,"Financial Planning, Investment Basics"
4857,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4858,5,4,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
4859,3,3,4,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
4860,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4861,3,3,5,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
4862,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
4863,5,5,5,5,3,5,"Debt Management, Investment Basics, Understanding Taxes"
4864,3,3,3,2,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4865,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
4866,4,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4867,4,4,3,4,3,4,"Debt Management, Frugal Living and Spending Wisely"
4868,4,5,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4869,5,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4870,3,4,4,5,4,2,"Financial Planning, Investment Basics"
4871,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4872,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
4873,2,3,3,2,2,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4874,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4875,4,5,4,3,3,4,"Debt Management, Understanding Taxes"
4876,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4877,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4878,4,4,5,2,4,2,"Investment Basics, Understanding Taxes"
4879,4,5,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4880,2,2,3,2,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4881,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4882,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4883,3,3,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4884,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4885,3,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4886,5,3,3,4,4,4,"Budget & Savings, Frugal Living and Spending Wisely"
4887,5,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4888,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4889,5,5,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4890,4,4,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4891,3,3,3,2,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4892,2,4,5,1,4,1,"Financial Planning, Investment Basics, Understanding Taxes"
4893,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
4894,5,4,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4895,3,3,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4896,4,4,4,5,3,3,"Debt Management, Investment Basics"
4897,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4898,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4899,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4900,2,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
4901,4,4,4,4,3,3,"Debt Management, Investment Basics"
4902,4,4,4,3,3,4,"Debt Management, Understanding Taxes"
4903,3,3,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4904,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4905,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4906,2,4,4,2,5,2,"Financial Planning, Investment Basics, Understanding Taxes"
4907,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
4908,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
4909,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4910,3,4,4,2,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
4911,3,4,4,2,3,2,"Debt Management, Financial Planning, Investment Basics"
4912,2,1,3,3,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4913,3,4,4,4,4,2,"Financial Planning, Investment Basics"
4915,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4916,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4917,2,2,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
4918,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
4919,3,3,5,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
4920,1,1,3,2,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4921,4,5,4,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
4922,3,5,5,4,4,3,"Financial Planning, Investment Basics"
4923,4,5,5,2,5,1,"Investment Basics, Understanding Taxes"
4924,4,4,4,2,3,4,"Debt Management, Understanding Taxes"
4925,2,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
4926,4,5,5,3,5,5,"Debt Management, Investment Basics, Understanding Taxes"
4927,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4928,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4929,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4930,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
4931,4,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4932,4,4,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4933,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4934,3,3,4,2,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
4935,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4936,3,4,5,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
4937,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4938,2,2,3,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
4939,5,5,5,4,3,3,"Debt Management, Investment Basics"
4940,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4941,2,3,4,3,4,3,"Budget & Savings, Financial Planning, Investment Basics"
4942,4,4,3,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4943,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4944,3,2,3,5,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4945,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4946,4,3,4,4,3,4,"Budget & Savings, Debt Management"
4947,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4948,4,3,4,4,3,4,"Budget & Savings, Debt Management"
4949,3,3,4,1,3,3,"Budget & Savings, Debt Management, Financial Planning"
4950,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4951,2,2,4,2,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4952,4,2,4,4,3,5,"Budget & Savings, Debt Management"
4953,3,3,3,1,3,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4954,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4955,2,3,3,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
4956,3,3,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
4957,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4958,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
4959,2,3,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4960,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4961,4,4,3,4,3,3,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
4962,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4963,2,2,3,2,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4964,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4965,4,2,4,4,3,4,"Budget & Savings, Debt Management"
4966,3,5,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4967,4,4,4,4,3,3,"Debt Management, Investment Basics"
4968,5,5,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
4969,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4970,2,3,4,4,3,1,"Budget & Savings, Debt Management, Financial Planning"
4971,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
4972,5,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4973,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4974,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4975,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
4976,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4977,4,4,5,2,3,1,"Debt Management, Investment Basics, Understanding Taxes"
4978,2,3,5,2,4,3,"Budget & Savings, Financial Planning, Investment Basics"
4979,4,5,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4980,4,4,5,5,3,2,"Debt Management, Investment Basics"
4981,4,4,5,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
4982,2,1,2,2,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4983,3,4,4,2,3,2,"Debt Management, Financial Planning, Investment Basics"
4984,3,3,4,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
4985,2,3,4,5,4,2,"Budget & Savings, Financial Planning, Investment Basics"
4986,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
4987,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
4988,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
4989,1,1,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
4990,3,4,4,2,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
4991,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
4992,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
4993,3,3,3,1,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
4994,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
4995,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
4996,3,2,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
4997,4,3,4,2,3,2,"Budget & Savings, Debt Management, Investment Basics"
4998,5,5,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
5000,3,4,4,3,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
5001,3,2,4,4,4,4,"Budget & Savings, Financial Planning"
5002,3,4,3,3,3,4,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
5003,3,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5004,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5005,3,3,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
5006,3,4,4,4,4,3,"Financial Planning, Investment Basics"
5007,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
5008,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5009,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5010,5,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5011,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
5012,3,3,3,2,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5013,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5014,5,5,5,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
5015,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5016,3,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
5017,2,2,3,1,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5018,1,3,2,3,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5019,4,4,5,2,3,4,"Debt Management, Understanding Taxes"
5020,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5021,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5022,1,1,2,1,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5023,4,4,4,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
5024,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5025,4,3,4,4,2,1,"Budget & Savings, Debt Management, Investment Basics"
5026,5,5,5,3,5,5,"Debt Management, Investment Basics, Understanding Taxes"
5027,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
5028,4,3,4,1,3,1,"Budget & Savings, Debt Management, Investment Basics"
5029,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5030,4,4,3,5,3,3,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
5031,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5032,4,5,5,3,3,5,"Debt Management, Understanding Taxes"
5033,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
